dangerous_permissions_count,total_permissions_count,has_perm_read_sms,has_perm_send_sms,has_perm_read_contacts,has_perm_access_fine_location,has_perm_record_audio,has_perm_camera,suspicious_api_count,crypto_api_count,network_api_count,sms_api_count,total_opcodes,reflection_opcodes,activities_count,services_count,receivers_count,suspicious_strings,url_count,avg_string_length,is_debug_cert,file_size,label,file_name,file_path
0,28,1,0,0,0,0,0,24,8,16,2,54516,363,16,3,1,22,98,161.29366327606184,0,21394320,benign,sample_1026.apk,/sample/path/sample_1026.apk
6,38,0,0,1,0,0,1,10,5,15,6,1056,149,15,1,12,17,1,199.39683299413568,0,33945847,benign,sample_1027.apk,/sample/path/sample_1027.apk
7,15,0,0,0,1,0,1,21,6,9,3,31743,63,14,8,13,21,51,188.9283332905901,0,45954329,suspicious,sample_1028.apk,/sample/path/sample_1028.apk
2,31,0,0,0,0,0,0,4,11,6,8,83392,137,6,5,10,2,61,55.12057205106857,0,30112036,benign,sample_1029.apk,/sample/path/sample_1029.apk
2,41,0,0,1,1,0,0,27,5,31,9,99077,264,15,6,1,0,46,139.14463956302808,0,36868713,benign,sample_1030.apk,/sample/path/sample_1030.apk
3,14,0,0,1,1,0,0,12,0,4,4,73277,70,13,3,6,20,5,62.363227606423315,0,18872049,benign,sample_1031.apk,/sample/path/sample_1031.apk
11,15,0,0,0,1,0,0,18,8,30,0,6622,49,15,0,12,9,7,108.25963439290202,0,22014546,benign,sample_1032.apk,/sample/path/sample_1032.apk
13,12,0,0,1,1,0,0,16,9,4,5,85675,230,19,6,13,16,86,119.0431671463456,0,48087075,suspicious,sample_1033.apk,/sample/path/sample_1033.apk
12,37,1,0,0,1,0,1,20,1,2,6,17793,380,15,6,3,11,32,78.20438164053165,0,46548121,suspicious,sample_1034.apk,/sample/path/sample_1034.apk
11,32,0,0,0,0,0,0,22,6,47,8,62472,34,8,1,7,23,23,134.8386938685734,0,41990451,suspicious,sample_1035.apk,/sample/path/sample_1035.apk
14,42,0,0,0,0,0,0,2,10,10,9,52315,452,8,1,11,23,20,10.827106383910255,0,47914171,benign,sample_1036.apk,/sample/path/sample_1036.apk
6,37,0,0,1,0,0,0,13,2,28,4,83415,435,17,4,9,6,80,66.1578703125364,0,34763608,benign,sample_1037.apk,/sample/path/sample_1037.apk
10,28,0,0,1,1,1,0,25,5,10,3,50915,231,9,1,8,10,59,16.826408360612852,0,2511526,suspicious,sample_1038.apk,/sample/path/sample_1038.apk
3,33,0,0,1,0,1,1,25,7,42,5,98731,78,12,3,5,22,60,118.78510679180877,0,24966774,suspicious,sample_1039.apk,/sample/path/sample_1039.apk
7,44,0,0,0,1,0,0,25,2,49,7,37855,395,16,4,14,3,0,195.89854492135805,0,46110515,benign,sample_1040.apk,/sample/path/sample_1040.apk
3,7,1,0,1,1,0,0,16,16,49,4,13155,94,9,5,11,19,94,95.61345452968396,0,24213171,benign,sample_1041.apk,/sample/path/sample_1041.apk
10,17,0,0,1,0,1,1,8,15,32,4,56092,356,19,8,12,7,50,145.11342626943622,0,32966828,benign,sample_1042.apk,/sample/path/sample_1042.apk
11,22,0,0,0,0,0,0,1,18,47,1,31401,251,6,6,5,5,30,164.96702391593524,0,17654773,benign,sample_1043.apk,/sample/path/sample_1043.apk
4,45,0,1,0,0,0,0,4,17,41,7,44552,78,3,0,14,20,71,152.2669311461435,0,34867115,suspicious,sample_1044.apk,/sample/path/sample_1044.apk
7,44,1,0,0,0,1,0,12,8,23,1,51109,146,16,7,12,4,22,68.00064222233067,0,18900340,benign,sample_1045.apk,/sample/path/sample_1045.apk
7,21,0,0,0,1,0,1,13,6,4,1,14891,96,7,3,12,3,67,122.06996325876148,0,17993144,benign,sample_1046.apk,/sample/path/sample_1046.apk
0,40,0,0,0,1,0,1,26,5,32,1,79347,309,15,0,14,14,90,31.45605234488626,0,25084930,benign,sample_1047.apk,/sample/path/sample_1047.apk
11,32,1,0,0,0,0,0,13,12,43,5,15482,313,4,3,2,5,88,46.57823421741158,0,17013020,benign,sample_1048.apk,/sample/path/sample_1048.apk
11,39,0,0,0,0,0,0,8,18,12,8,12573,326,6,0,2,24,84,85.97462797695289,0,36658316,benign,sample_1049.apk,/sample/path/sample_1049.apk
1,33,0,0,0,0,0,1,22,0,3,2,46311,60,4,0,11,12,33,69.8328140300761,0,1419870,benign,sample_1050.apk,/sample/path/sample_1050.apk
6,17,0,0,0,0,0,0,29,8,27,3,64654,336,11,1,6,17,21,37.499257334233725,0,2035016,suspicious,sample_1051.apk,/sample/path/sample_1051.apk
10,9,0,1,0,0,0,0,7,19,33,9,13167,65,15,5,4,21,66,140.15858338463772,0,37151624,malware,sample_1052.apk,/sample/path/sample_1052.apk
2,23,0,0,1,0,0,0,1,5,32,2,65099,76,3,5,10,3,16,115.14565710448306,0,35051934,benign,sample_1053.apk,/sample/path/sample_1053.apk
7,34,0,0,0,1,0,1,19,18,26,5,61361,108,2,9,9,4,85,150.42954291851953,0,46659185,benign,sample_1054.apk,/sample/path/sample_1054.apk
0,15,0,0,1,1,0,1,11,5,34,4,16213,427,13,0,7,14,69,53.82321009520495,0,6441619,benign,sample_1055.apk,/sample/path/sample_1055.apk
8,16,0,0,0,1,0,1,1,18,1,5,29572,44,16,0,10,8,26,32.701471390884976,0,16843628,benign,sample_1056.apk,/sample/path/sample_1056.apk
8,47,1,0,0,1,0,1,5,2,5,2,79348,62,13,8,12,0,39,129.7453743527518,0,45400447,benign,sample_1057.apk,/sample/path/sample_1057.apk
8,17,0,0,1,0,0,0,9,9,46,3,74131,424,3,9,14,0,78,108.44544353542413,0,6899507,benign,sample_1058.apk,/sample/path/sample_1058.apk
8,42,1,0,0,1,0,0,4,17,0,4,73852,283,16,5,2,15,0,68.73551552819427,0,29477793,benign,sample_1059.apk,/sample/path/sample_1059.apk
13,44,0,0,1,0,0,0,2,12,47,3,3170,111,2,3,10,24,3,94.38192020822515,0,13377205,benign,sample_1060.apk,/sample/path/sample_1060.apk
11,42,0,0,1,1,1,0,18,19,27,0,63740,241,2,6,3,16,52,150.56104860499318,0,44934526,suspicious,sample_1061.apk,/sample/path/sample_1061.apk
8,33,0,0,0,1,0,0,15,8,10,2,83966,180,13,4,11,12,33,39.8609363684325,0,33054404,benign,sample_1062.apk,/sample/path/sample_1062.apk
6,44,1,0,0,1,0,0,27,19,43,3,84035,348,8,2,4,15,84,117.98745873745793,0,49919841,suspicious,sample_1063.apk,/sample/path/sample_1063.apk
8,13,0,0,0,0,1,0,5,10,31,3,57912,355,19,6,10,12,58,135.2213715942308,0,39374657,benign,sample_1064.apk,/sample/path/sample_1064.apk
12,22,0,0,0,1,1,0,3,9,4,1,36751,269,2,7,14,6,66,165.29885664082903,0,2412547,benign,sample_1065.apk,/sample/path/sample_1065.apk
8,21,0,1,0,1,0,0,14,17,42,3,78179,211,11,9,5,12,71,54.19278380539422,0,37355296,malware,sample_1066.apk,/sample/path/sample_1066.apk
0,40,0,0,1,1,1,0,2,13,14,0,48401,469,1,2,4,19,31,107.1205132478502,0,17494287,benign,sample_1067.apk,/sample/path/sample_1067.apk
10,12,0,0,1,0,0,1,27,16,6,5,87613,391,5,9,6,2,56,148.82870030559292,0,30397653,suspicious,sample_1068.apk,/sample/path/sample_1068.apk
2,5,1,0,0,1,1,1,15,18,19,8,16151,90,7,3,12,7,97,106.33827201797484,0,7742620,benign,sample_1069.apk,/sample/path/sample_1069.apk
13,32,0,0,0,0,0,0,12,8,17,4,22162,161,17,6,3,20,35,154.59138513532366,0,2779763,suspicious,sample_1070.apk,/sample/path/sample_1070.apk
7,23,0,0,0,1,0,1,14,2,30,7,23744,188,12,1,2,11,60,37.417471658252104,0,26417409,benign,sample_1071.apk,/sample/path/sample_1071.apk
13,8,0,0,0,0,0,0,10,18,10,1,41558,356,18,4,4,15,99,183.46722722189165,0,6283711,benign,sample_1072.apk,/sample/path/sample_1072.apk
1,40,0,0,0,1,0,0,7,5,29,9,27038,122,6,9,2,12,77,129.2088711413561,0,6871006,benign,sample_1073.apk,/sample/path/sample_1073.apk
13,44,0,0,0,1,1,0,7,2,17,6,85766,320,13,2,12,2,14,92.40222423156479,0,45846339,benign,sample_1074.apk,/sample/path/sample_1074.apk
12,17,0,1,0,1,0,0,10,0,47,0,3991,393,17,2,1,18,52,178.9528643961298,0,20264490,malware,sample_1075.apk,/sample/path/sample_1075.apk
14,21,0,0,1,0,1,1,0,18,46,2,63970,211,4,6,0,22,94,185.22744323757132,0,1039906,benign,sample_1076.apk,/sample/path/sample_1076.apk
3,49,1,0,0,0,0,0,16,0,45,5,60739,480,3,6,11,24,60,193.7405266133789,0,40779873,benign,sample_1077.apk,/sample/path/sample_1077.apk
10,25,1,0,1,0,0,0,6,7,7,6,11002,458,2,0,5,8,50,152.62354911550696,0,13001784,benign,sample_1078.apk,/sample/path/sample_1078.apk
6,40,0,0,1,0,1,0,21,4,8,1,72521,291,17,3,11,20,82,183.2046683933284,0,43191593,benign,sample_1079.apk,/sample/path/sample_1079.apk
5,7,0,0,0,0,0,1,5,11,17,6,94870,28,19,8,5,23,47,15.962140723202065,0,8818594,benign,sample_1080.apk,/sample/path/sample_1080.apk
0,26,0,0,0,1,1,0,29,15,36,3,84562,333,13,7,10,7,62,26.964387790914806,0,15570772,benign,sample_1081.apk,/sample/path/sample_1081.apk
2,45,0,0,0,1,0,0,1,15,35,1,30402,55,17,3,4,9,83,120.33772456713308,0,15385276,benign,sample_1082.apk,/sample/path/sample_1082.apk
1,16,1,0,1,0,0,0,9,3,38,7,4573,469,3,4,9,1,11,192.34277210469085,0,37625987,benign,sample_1083.apk,/sample/path/sample_1083.apk
13,47,0,0,0,0,1,0,0,7,32,3,94298,451,14,6,12,13,8,80.42598290351204,0,18123177,benign,sample_1084.apk,/sample/path/sample_1084.apk
0,45,1,0,0,1,0,1,0,12,45,6,71030,295,11,7,13,12,86,117.09692856772675,0,44989041,benign,sample_1085.apk,/sample/path/sample_1085.apk
12,17,0,1,0,1,0,0,14,3,0,4,33402,434,4,1,6,12,83,16.343374699943414,0,39880213,malware,sample_1086.apk,/sample/path/sample_1086.apk
8,44,0,0,1,0,0,0,1,14,32,5,67107,178,4,8,2,1,15,136.58964750566048,0,7602922,benign,sample_1087.apk,/sample/path/sample_1087.apk
6,27,1,0,0,1,0,0,21,9,25,5,19408,233,17,0,13,3,94,132.56605567066765,0,19840806,benign,sample_1088.apk,/sample/path/sample_1088.apk
13,27,0,0,1,0,0,0,24,14,3,9,6605,172,7,9,13,21,64,199.97557327208543,0,30055140,suspicious,sample_1089.apk,/sample/path/sample_1089.apk
2,30,0,0,0,0,0,1,22,8,45,5,58198,12,7,9,0,6,49,15.442726948948756,0,23274724,benign,sample_1090.apk,/sample/path/sample_1090.apk
6,49,0,0,0,1,0,1,19,18,1,2,74965,245,4,5,0,5,27,185.60634752532025,0,17123498,benign,sample_1091.apk,/sample/path/sample_1091.apk
5,27,0,0,0,0,0,0,0,14,6,7,40513,49,10,4,10,23,74,143.31471006152032,0,9781053,benign,sample_1092.apk,/sample/path/sample_1092.apk
5,19,0,0,0,0,0,0,22,11,46,6,40258,290,8,7,2,19,61,137.1994707742051,0,32479754,benign,sample_1093.apk,/sample/path/sample_1093.apk
11,6,0,0,0,1,0,0,22,16,7,1,92374,302,5,1,12,4,22,174.3862544984895,0,29401412,suspicious,sample_1094.apk,/sample/path/sample_1094.apk
3,44,1,0,0,0,0,1,27,7,31,3,25172,124,7,6,10,4,59,147.04097576222927,0,6523137,benign,sample_1095.apk,/sample/path/sample_1095.apk
13,28,0,0,0,0,0,1,0,13,43,7,5137,159,19,3,3,20,66,60.00068977769703,0,32958446,benign,sample_1096.apk,/sample/path/sample_1096.apk
10,20,1,0,0,0,0,0,11,0,41,4,82298,242,12,6,4,16,45,189.8002196665949,1,22724565,suspicious,sample_1097.apk,/sample/path/sample_1097.apk
13,27,0,0,1,1,0,0,28,16,2,9,16770,411,12,5,14,14,52,95.10898214365335,0,4351555,suspicious,sample_1098.apk,/sample/path/sample_1098.apk
13,47,0,0,0,0,0,0,26,15,0,9,3566,367,10,0,12,11,78,134.47593067746885,0,30067378,suspicious,sample_1099.apk,/sample/path/sample_1099.apk
9,18,1,1,0,0,1,1,22,0,12,2,35608,497,10,4,12,19,35,136.9316140974565,1,6705595,malware,sample_1100.apk,/sample/path/sample_1100.apk
11,24,0,0,1,0,0,1,12,13,37,6,59147,27,7,7,10,18,30,78.38250622379792,0,45487412,benign,sample_1101.apk,/sample/path/sample_1101.apk
9,35,0,0,0,1,1,0,17,17,36,8,83368,67,7,9,2,7,2,131.22915821793208,0,6864932,benign,sample_1102.apk,/sample/path/sample_1102.apk
3,47,0,0,0,0,0,0,16,11,32,6,55093,411,18,6,0,19,14,114.37559442866004,0,38740980,benign,sample_1103.apk,/sample/path/sample_1103.apk
13,34,0,0,0,1,0,0,28,10,44,1,14607,286,9,5,10,16,96,33.249317465544614,0,13217906,suspicious,sample_1104.apk,/sample/path/sample_1104.apk
8,8,1,0,1,0,0,0,6,11,21,4,45963,59,13,7,6,10,42,61.63829522632747,1,13882631,suspicious,sample_1105.apk,/sample/path/sample_1105.apk
5,31,1,0,0,1,0,1,9,12,21,4,25486,393,11,2,12,1,35,117.58032645450471,0,26385332,benign,sample_1106.apk,/sample/path/sample_1106.apk
3,10,0,0,1,1,0,1,29,5,31,7,66820,446,6,9,10,2,27,73.86309180858326,0,30470005,benign,sample_1107.apk,/sample/path/sample_1107.apk
8,22,0,0,0,1,0,0,1,18,32,3,85833,203,16,1,0,1,35,117.09515293065287,0,48963894,benign,sample_1108.apk,/sample/path/sample_1108.apk
14,48,1,0,1,0,0,0,29,8,13,9,61403,235,15,4,4,22,76,162.1684863910441,0,31792640,suspicious,sample_1109.apk,/sample/path/sample_1109.apk
11,14,0,0,1,0,0,0,8,19,24,7,24007,70,4,8,3,16,53,50.055214411200076,0,10087343,benign,sample_1110.apk,/sample/path/sample_1110.apk
2,47,1,0,0,1,0,0,20,16,47,1,74098,483,6,6,0,7,59,75.29513013591966,0,42539243,benign,sample_1111.apk,/sample/path/sample_1111.apk
14,31,0,0,1,0,0,0,26,12,16,9,8288,288,14,4,13,7,32,199.4583935540517,0,5648232,suspicious,sample_1112.apk,/sample/path/sample_1112.apk
5,40,1,1,1,0,0,0,16,13,25,7,70764,169,6,9,10,23,5,193.12370422798992,0,46824902,malware,sample_1113.apk,/sample/path/sample_1113.apk
12,38,0,0,1,0,0,0,8,8,39,3,30469,189,7,0,6,5,4,82.18293056901551,0,43929871,benign,sample_1114.apk,/sample/path/sample_1114.apk
0,34,1,0,1,1,0,0,1,1,9,4,89060,323,15,0,4,22,96,53.67504053094016,0,27857451,benign,sample_1115.apk,/sample/path/sample_1115.apk
4,34,0,0,0,0,1,0,23,0,31,8,85076,237,5,2,11,3,48,147.20802856113136,0,16190763,benign,sample_1116.apk,/sample/path/sample_1116.apk
1,45,0,0,1,0,0,1,3,17,0,5,88464,41,18,0,2,3,47,181.53962440600515,0,5006249,benign,sample_1117.apk,/sample/path/sample_1117.apk
7,28,0,0,0,1,0,0,28,12,35,0,76824,290,17,7,2,9,33,75.00685028643743,0,29306972,suspicious,sample_1118.apk,/sample/path/sample_1118.apk
13,15,0,0,0,1,1,1,20,16,11,1,7722,132,14,9,2,8,16,94.21889485827356,0,27089250,suspicious,sample_1119.apk,/sample/path/sample_1119.apk
7,45,0,0,0,0,0,0,6,4,25,6,83511,123,8,5,1,7,27,54.68234543367623,0,27930374,benign,sample_1120.apk,/sample/path/sample_1120.apk
3,44,1,0,0,1,0,0,9,4,43,6,66824,136,13,2,6,15,39,156.85737266835355,0,7668470,benign,sample_1121.apk,/sample/path/sample_1121.apk
3,46,0,0,0,0,0,0,1,10,27,3,64428,228,8,1,6,16,95,158.7097245057286,0,4244056,benign,sample_1122.apk,/sample/path/sample_1122.apk
2,49,0,1,0,0,1,0,27,7,26,1,64000,185,16,0,7,20,97,56.038079896620054,0,36683789,malware,sample_1123.apk,/sample/path/sample_1123.apk
9,33,0,1,0,0,0,1,23,0,17,7,65702,262,10,8,1,7,53,61.16405876365478,1,40853318,malware,sample_1124.apk,/sample/path/sample_1124.apk
8,20,0,0,0,1,0,0,14,19,34,3,11004,76,15,0,4,23,26,160.19354768718281,0,2248925,benign,sample_1125.apk,/sample/path/sample_1125.apk
1,20,0,0,1,0,0,1,7,2,18,7,52929,108,10,1,11,6,25,145.81906760797474,0,16391302,benign,sample_1126.apk,/sample/path/sample_1126.apk
12,8,0,1,0,1,0,1,14,1,14,0,16009,38,16,4,8,18,97,36.04898989177826,0,18591670,malware,sample_1127.apk,/sample/path/sample_1127.apk
9,33,0,1,1,0,0,0,25,9,17,8,7795,201,19,5,13,24,7,26.43204400881132,0,22922647,malware,sample_1128.apk,/sample/path/sample_1128.apk
3,42,0,0,1,0,0,0,8,12,31,8,68777,6,16,6,14,11,44,136.06473977161988,0,4143828,benign,sample_1129.apk,/sample/path/sample_1129.apk
14,5,1,0,0,0,0,0,1,5,30,5,54591,423,17,4,1,11,4,161.4285985560237,0,43045639,benign,sample_1130.apk,/sample/path/sample_1130.apk
0,10,0,0,0,0,0,0,15,6,37,8,5902,226,11,4,8,10,92,46.630182805630106,0,49992858,benign,sample_1131.apk,/sample/path/sample_1131.apk
7,6,0,0,1,0,0,1,19,17,39,1,72600,394,14,2,9,6,28,111.62697493884207,0,49278679,benign,sample_1132.apk,/sample/path/sample_1132.apk
2,14,1,0,1,0,0,0,19,5,5,7,59896,75,14,1,2,5,81,134.29569256455758,0,38999502,benign,sample_1133.apk,/sample/path/sample_1133.apk
5,44,0,0,0,0,1,1,0,0,38,0,74839,367,6,1,5,21,98,168.76183568965575,0,5996476,benign,sample_1134.apk,/sample/path/sample_1134.apk
6,8,0,1,1,0,1,0,23,17,13,7,64829,281,7,5,4,3,17,44.546210649830606,0,5748662,malware,sample_1135.apk,/sample/path/sample_1135.apk
3,18,0,0,0,0,0,0,12,3,6,6,54409,116,18,4,11,5,79,92.95995096989044,0,49583529,benign,sample_1136.apk,/sample/path/sample_1136.apk
8,15,0,0,0,0,0,0,21,12,47,2,51486,400,1,4,8,22,60,85.72704368086502,0,48846683,suspicious,sample_1137.apk,/sample/path/sample_1137.apk
4,35,1,0,1,1,1,0,3,6,32,1,78167,429,5,8,13,16,75,69.09382797101792,0,35374333,benign,sample_1138.apk,/sample/path/sample_1138.apk
4,25,0,1,1,0,0,0,21,1,38,6,3214,287,14,8,7,1,1,84.01024559078513,0,1458696,malware,sample_1139.apk,/sample/path/sample_1139.apk
13,19,0,0,0,0,0,1,26,6,30,0,23713,11,6,1,2,22,2,151.67806798451787,0,13530714,suspicious,sample_1140.apk,/sample/path/sample_1140.apk
4,25,1,0,0,0,0,1,27,8,30,8,79966,68,18,4,9,23,82,33.920497203947534,0,3628465,suspicious,sample_1141.apk,/sample/path/sample_1141.apk
5,10,1,0,0,1,0,0,19,13,10,1,1605,93,4,6,5,2,8,146.999547804297,0,24673226,benign,sample_1142.apk,/sample/path/sample_1142.apk
4,18,0,0,0,0,1,1,17,12,32,4,75915,143,15,1,0,13,45,11.877125261990747,0,8434417,benign,sample_1143.apk,/sample/path/sample_1143.apk
9,31,0,0,1,0,1,1,9,9,10,9,77827,6,14,4,12,18,41,143.5903587088526,0,29214538,benign,sample_1144.apk,/sample/path/sample_1144.apk
3,47,0,0,0,0,0,0,15,1,35,2,69517,497,11,8,14,2,97,148.86183690523865,0,44167729,benign,sample_1145.apk,/sample/path/sample_1145.apk
2,19,1,0,0,1,0,0,26,3,17,4,70400,43,7,7,12,20,52,70.13016101119308,0,19155306,benign,sample_1146.apk,/sample/path/sample_1146.apk
1,11,0,0,0,0,0,1,23,2,39,2,23522,50,17,1,3,10,97,181.40543500493095,0,48465472,benign,sample_1147.apk,/sample/path/sample_1147.apk
8,30,0,1,0,0,1,0,4,4,14,6,24536,194,18,9,5,11,57,164.29986238417706,0,44525679,suspicious,sample_1148.apk,/sample/path/sample_1148.apk
1,31,0,1,1,0,0,0,3,3,38,4,3539,65,16,6,2,10,96,35.708786510651166,0,9922842,suspicious,sample_1149.apk,/sample/path/sample_1149.apk
0,16,0,0,1,0,0,0,21,5,19,4,14065,82,3,9,6,4,7,128.5338829072926,0,41418930,benign,sample_1150.apk,/sample/path/sample_1150.apk
11,7,0,0,1,1,0,0,11,3,11,0,28961,104,12,9,14,14,97,74.51831383299796,0,17931363,benign,sample_1151.apk,/sample/path/sample_1151.apk
3,42,0,1,0,1,0,0,20,16,21,8,78530,365,12,5,3,21,1,45.0572791637552,0,31196383,malware,sample_1152.apk,/sample/path/sample_1152.apk
10,26,0,0,0,1,0,0,1,18,13,2,61598,60,9,6,7,10,46,46.1685782210796,0,44797464,benign,sample_1153.apk,/sample/path/sample_1153.apk
12,27,1,0,0,0,0,0,9,8,39,6,88189,151,6,1,12,8,18,153.5845440955364,0,6955026,benign,sample_1154.apk,/sample/path/sample_1154.apk
13,26,0,0,1,1,0,0,17,8,21,7,18958,360,9,3,6,20,70,155.50277672586867,0,16350714,suspicious,sample_1155.apk,/sample/path/sample_1155.apk
0,24,0,0,1,1,0,0,15,18,15,1,2198,311,18,7,4,7,15,118.55050279936418,0,21502218,benign,sample_1156.apk,/sample/path/sample_1156.apk
1,36,0,0,0,0,0,0,12,13,32,4,53340,198,6,7,1,13,28,22.742469422861376,0,9019446,benign,sample_1157.apk,/sample/path/sample_1157.apk
3,16,0,0,0,1,0,0,0,18,0,7,45561,245,3,6,1,19,25,124.50055248297281,0,41619545,benign,sample_1158.apk,/sample/path/sample_1158.apk
13,40,0,0,1,1,0,1,29,19,14,7,78090,38,8,9,3,8,46,182.466614417599,0,5120196,suspicious,sample_1159.apk,/sample/path/sample_1159.apk
14,40,0,0,0,0,0,0,8,9,36,9,6877,480,4,4,4,22,54,176.72411451408414,1,26625984,suspicious,sample_1160.apk,/sample/path/sample_1160.apk
5,16,1,0,0,0,0,1,12,15,7,2,43706,429,11,5,4,17,61,67.13132547751098,0,36383773,benign,sample_1161.apk,/sample/path/sample_1161.apk
14,49,0,0,0,0,1,0,9,14,28,0,82438,205,10,1,10,6,46,175.42625074756364,0,15142110,benign,sample_1162.apk,/sample/path/sample_1162.apk
7,47,0,0,0,1,0,1,2,8,41,7,90932,248,13,4,6,6,16,14.92124842100483,0,28687620,benign,sample_1163.apk,/sample/path/sample_1163.apk
7,11,1,0,0,1,1,0,15,18,37,2,26286,127,3,8,0,14,82,176.8917097421639,0,42872906,benign,sample_1164.apk,/sample/path/sample_1164.apk
10,25,0,0,0,1,0,1,22,5,19,4,17827,135,5,2,1,21,69,180.59471706898003,0,41050315,suspicious,sample_1165.apk,/sample/path/sample_1165.apk
0,26,1,0,0,0,1,1,29,18,25,9,25959,10,13,3,14,11,88,38.85841638329883,0,6482177,benign,sample_1166.apk,/sample/path/sample_1166.apk
4,11,0,0,1,0,1,0,19,3,24,3,67935,40,5,5,2,11,36,82.4262525624469,0,28435097,benign,sample_1167.apk,/sample/path/sample_1167.apk
5,13,1,0,1,0,0,0,4,3,6,7,4710,76,10,9,3,15,14,60.225572368072285,0,18294319,benign,sample_1168.apk,/sample/path/sample_1168.apk
13,33,1,0,0,0,1,1,8,13,19,4,53822,394,2,3,7,22,88,39.76770552602842,0,35808215,benign,sample_1169.apk,/sample/path/sample_1169.apk
14,16,0,0,0,1,1,1,2,14,39,9,80707,486,17,3,1,17,91,190.33510905416625,0,16480079,benign,sample_1170.apk,/sample/path/sample_1170.apk
5,35,0,0,0,0,0,0,11,18,44,3,61464,164,19,1,12,10,97,76.27021182108398,0,11651994,benign,sample_1171.apk,/sample/path/sample_1171.apk
11,11,0,0,1,1,0,1,22,17,24,0,62549,337,19,2,13,9,63,76.54087472498681,0,35616621,suspicious,sample_1172.apk,/sample/path/sample_1172.apk
12,12,0,0,0,1,0,0,7,4,1,8,34546,403,11,6,9,13,25,107.24104891232955,0,1253154,benign,sample_1173.apk,/sample/path/sample_1173.apk
6,10,0,0,0,0,0,0,3,5,16,1,69702,133,2,3,3,9,24,60.42711864303223,0,40404710,benign,sample_1174.apk,/sample/path/sample_1174.apk
11,15,1,0,0,0,0,1,13,15,31,3,2042,324,12,4,9,16,71,158.88541527198086,0,16986429,benign,sample_1175.apk,/sample/path/sample_1175.apk
8,20,0,0,0,0,0,0,18,10,39,7,53285,237,7,4,1,11,13,163.59643696153663,0,5464361,benign,sample_1176.apk,/sample/path/sample_1176.apk
11,44,0,0,0,1,0,1,4,12,7,5,23975,467,4,1,2,3,22,46.40463792852114,0,5557199,benign,sample_1177.apk,/sample/path/sample_1177.apk
9,47,0,0,0,0,1,1,16,1,3,2,14303,242,9,9,4,24,50,113.31040167114644,0,22634671,suspicious,sample_1178.apk,/sample/path/sample_1178.apk
5,44,0,0,0,1,0,0,15,4,48,3,62088,149,6,0,11,23,3,93.26322396432899,0,34690495,benign,sample_1179.apk,/sample/path/sample_1179.apk
10,39,0,0,0,1,0,0,15,3,27,4,22871,79,12,1,6,23,92,160.12348299712497,0,28017030,suspicious,sample_1180.apk,/sample/path/sample_1180.apk
12,48,0,0,0,0,0,0,18,0,47,1,24665,406,13,5,11,8,36,109.044490194846,0,44027771,benign,sample_1181.apk,/sample/path/sample_1181.apk
9,20,0,0,0,1,1,0,10,13,46,8,8046,462,8,3,1,13,28,66.22948639528275,0,30335075,benign,sample_1182.apk,/sample/path/sample_1182.apk
13,38,0,0,0,1,0,1,23,18,0,0,77711,310,16,9,9,10,58,16.514175762708717,1,23999046,suspicious,sample_1183.apk,/sample/path/sample_1183.apk
1,16,0,0,1,0,0,0,8,14,30,3,62495,9,19,2,11,22,58,65.60349326232529,0,8602515,benign,sample_1184.apk,/sample/path/sample_1184.apk
3,37,0,0,0,0,0,0,1,8,30,3,9823,236,14,2,1,8,95,154.85484211267726,0,34632940,benign,sample_1185.apk,/sample/path/sample_1185.apk
0,15,0,0,1,0,0,0,28,4,14,5,73367,3,14,7,0,16,20,193.16537525816355,0,10943402,benign,sample_1186.apk,/sample/path/sample_1186.apk
14,39,0,0,0,0,0,0,21,17,1,0,5616,396,4,4,9,22,62,104.73362615543293,0,44715416,suspicious,sample_1187.apk,/sample/path/sample_1187.apk
11,40,0,1,0,0,1,0,14,12,36,4,91514,330,9,2,1,12,56,60.195828784600145,0,38888091,malware,sample_1188.apk,/sample/path/sample_1188.apk
12,24,0,0,0,0,0,0,5,6,14,5,27527,242,14,8,3,1,72,97.34809655034837,0,2125180,benign,sample_1189.apk,/sample/path/sample_1189.apk
14,13,0,0,0,0,0,1,4,6,22,8,89640,149,4,9,11,15,77,122.8563431093575,0,19041318,benign,sample_1190.apk,/sample/path/sample_1190.apk
3,5,0,0,0,0,0,0,3,11,30,4,3411,314,4,5,0,17,3,69.80225289710793,0,18211571,benign,sample_1191.apk,/sample/path/sample_1191.apk
5,40,1,0,0,0,0,1,2,6,0,1,63404,375,14,6,14,2,34,114.8128798586291,0,46174470,benign,sample_1192.apk,/sample/path/sample_1192.apk
4,33,0,0,0,0,0,0,12,3,29,2,51281,294,5,2,5,21,85,54.076929042800835,1,10793083,suspicious,sample_1193.apk,/sample/path/sample_1193.apk
6,17,0,0,1,0,0,0,27,12,30,6,80693,213,5,5,12,23,71,191.7969471723633,0,42099928,suspicious,sample_1194.apk,/sample/path/sample_1194.apk
14,33,0,0,1,0,0,1,4,7,17,3,31261,62,1,3,3,24,8,81.64580303814775,0,4860851,benign,sample_1195.apk,/sample/path/sample_1195.apk
9,7,0,1,1,0,0,0,28,15,25,3,28279,436,8,0,0,6,14,145.21676362727897,1,15898247,malware,sample_1196.apk,/sample/path/sample_1196.apk
